76,42
26,80
21,82
76,73
73,75
13,2
72,2
34,35
90,10
28,54
51,41
87,52
90,89
10,31
54,4
58,11
46,69
4,14
69,20
38,10
16,47
13,60
10,35
48,74
58,98
4,40
72,28
18,16
68,29
24,42
65,10
17,74
71,30
52,59
89,6
74,96
63,44
48,39
28,56
55,5
94,44
11,30
96,18
78,86
54,14
56,16
24,45
95,49
9,81
79,51
55,53
52,86
49,56
27,93
69,59
82,41
15,40
72,50
54,1
20,40
52,69
64,17
10,94
94,50
9,46
64,3
12,75
13,88
93,92
38,37
72,46
82,73
30,23
95,20
61,70
46,71
28,17
12,88
81,33
27,7
18,93
64,65
30,100
27,99
17,52
43,23
53,47
27,34
51,87
66,7
93,37
92,90
25,70
75,43
69,37
69,36
74,48
53,30
56,52
58,50
4,98
60,14
76,68
61,34
25,52
3,34
90,34
45,68
37,31
74,78
81,19
97,5
28,80
54,10
41,30
6,12
63,60
12,91
38,97
4,26
12,27
21,86
65,41
65,74
13,69
86,46
40,82
97,53
54,12
2,44
80,55
61,10
28,31
56,63
46,46
19,34
84,35
56,84
33,10
37,35
28,100
69,55
43,97
69,1
85,10
92,85
10,20
25,7
63,100
76,10
2,47
19,12
72,33
7,56
49,6
23,92
72,36
72,30
62,96
92,19
41,2
70,23
33,1
54,91
6,85
64,30
86,88
48,83
25,83
32,61
71,44
58,88
18,51
61,92
47,94
90,85
84,73
6,81
93,70
65,28
11,87
56,14
47,99
100,83
29,33
59,27
19,54
32,48
100,6
21,8
81,20
58,4
57,79
1,45
75,77
63,23
34,52
63,29
85,76
9,2
32,41
59,33
72,26
22,86
71,93
83,55
45,85
83,8
59,51
86,71
65,30
32,44
18,59
56,31
52,65
74,32
26,6
28,7
57,99
7,5
74,40
24,55
23,51
36,24
4,16
54,28
24,37
50,62
23,7
47,77
31,73
64,92
43,47
30,70
69,18
39,34
91,35
89,23
14,42
53,27
3,100
78,14
29,60
63,40
46,32
11,78
45,44
54,86
97,93
57,92
95,38
92,48
7,8
93,87
1,49
82,48
44,54
65,4
27,18
82,48
97,25
26,48
43,62
35,22
53,13
40,98
61,2
64,24
49,34
37,24
14,92
29,81
96,64
2,84
51,11
50,29
60,76
39,87
6,17
63,62
34,52
84,81
82,60
69,87
39,97
8,63
50,60
65,35
98,76
28,6
56,89
17,79
7,21
49,65
40,3
83,47
51,27
52,71
41,60
68,86
29,68
93,6
91,15
29,89
79,12
3,31
16,36
96,92
5,18
30,47
88,72
79,42
83,14
69,9
69,88
98,69
43,50
79,17
79,76
95,96
70,2
4,94
32,16
23,11
71,17
53,6
23,22
17,56
72,91
85,74
50,73
38,76
1,32
62,27
88,60
42,78
37,1
17,60
15,18
95,45
18,70
60,84
68,49
100,86
67,86
47,16
29,43
73,34
61,17
42,8
54,12
72,81
4,22
55,96
69,64
19,92
48,28
35,40
90,20
23,35
84,71
33,46
52,49
97,81
23,57
39,67
95,84
46,23
12,62
71,38
52,29
32,27
47,82
24,50
24,18
40,54
25,65
3,30
97,32
8,77
68,49
77,1
2,10
61,89
54,38
1,77
45,11
40,4
19,84
55,87
72,9
24,59
95,80
100,34
43,71
51,54
56,60
98,75
12,22
44,30
47,13
98,28
83,16
16,14
16,21
1,52
30,74
49,68
89,81
75,83
33,62
46,49
54,98
48,68
45,69
94,5
89,42
2,34
4,96
30,52
16,64
55,100
94,71
59,14
82,84
64,65
71,79
64,75
23,13
87,32
43,77
29,30
46,96
91,43
66,3
30,58
96,70
37,96
87,60
59,87
74,68
81,48
13,76
94,77
38,55
73,21
53,2
94,63
20,15
73,18
70,88
56,55
53,64
13,79
67,48
93,37
52,32
71,48
95,64
53,28
72,43
67,40
20,38
67,4
61,37
65,28
55,26
10,55
14,62
57,59
65,15
48,16
100,57
73,1
47,23
86,6
1,10
16,60
27,11
27,29
48,54
7,71
100,82
51,78
100,88
12,6
94,47
43,82
25,15
47,98
59,1
12,14
80,50
59,45
40,22
17,33
12,40
60,69
1,94
52,30
81,26
3,88
86,51
40,34
37,92
10,12
17,40
62,77
45,36
4,57
3,92
76,16
42,18
43,3
50,16
79,88
74,63
43,99
11,81
42,16
39,44
37,91
97,95
57,85
76,54
31,70
36,39
